Veto,Link,Ementa,Sobresta,Materia_Vetada,Norma_Gerada
VET 21/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10220,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 7, de 2016 (oriundo da Medida Provisória nº 701/15), que ""Altera a Lei nº 6.704, de 26 de outubro de 1979, para dispor sobre o Seguro de Crédito à Exportação, as Leis nºs 9.818, de 23 de agosto de 1999, e 11.281, de 20 de fevereiro de 2006, para dispor sobre o Fundo de Garantia à Exportação, a Lei nº 12.712, de 30 de agosto de 2012, para dispor sobre a utilização de imóveis da União para integralização de fundo garantidor e sobre a Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A. (ABGF), o Decreto-Lei nº 857, de 11 de setembro de 1969, para dispor sobre moeda de pagamento de obrigações exequíveis no Brasil, e a Lei nº 13.240, de 30 de dezembro de 2015, para dispor sobre a utilização de imóveis da União para integralização de fundo garantidor; e dispõe sobre a concessão pela União de seguro de investimento no exterior contra riscos políticos e extraordinários"".",01/07/2016,"MPV 701/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.292 de 31/05/2016
VET 20/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10218,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 156, de 2015 (nº 5070/2013, na Casa de origem), que ""Torna obrigatório o uso, nas rodovias, de farol baixo aceso durante o dia e dá outras providências"".",23/06/2016,PLC 156/2015,Lei nº 13.290 de 23/05/2016
VET 19/2016 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10181,"Veto Total aposto ao Projeto de Lei da Câmara nº 87, de 2015 (n° 6263/2009, na Casa de origem), que ""Revoga dispositivos da Lei nº 11.775, de 17 de setembro de 2008"".",22/06/2016,PLC 87/2015,NA
VET 18/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10180,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 38, de 2014 (nº 4539/2008, na Casa de origem), que ""Dispõe sobre o Selo Empresa Solidária com a Vida e dá outras providências"".",22/06/2016,PLC 38/2014,Lei nº 13.289 de 20/05/2016
VET 17/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10141,"Veto Parcial aposto ao Projeto de Lei do Senado nº 330, de 2011 (nº 6.459/2013, na Câmara dos Deputados, e SCD nº 2/2016), que ""Dispõe sobre os contratos de integração, obrigações e responsabilidades nas relações contratuais entre produtores integrados e integradores, e dá outras providências"".",17/06/2016,PLS 330/2011,Lei nº 13.288 de 16/05/2016
VET 16/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10140,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 76, de 2014 (nº 814/2007, na Casa de origem), que ""Acrescenta dispositivo à Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para proibir o trabalho da gestante ou lactante em atividades, operações ou locais insalubres"".",11/06/2016,PLC 76/2014,Lei nº 13.287 de 11/05/2016
VET 15/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10120,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 4, de 2016 (oriundo da Medida Provisória nº 699/15), que ""Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), e a Lei nº 13.146, de 6 de julho de 2015"".",04/06/2016,"MPV 699/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.281 de 04/05/2016
VET 14/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10081,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 5, de 2016 (oriundo da Medida Provisória nº 709/15), que ""Abre crédito extraordinário, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento, da Saúde, da Cultura, do Esporte, da Defesa, da Integração Nacional e do Turismo; das Secretarias de Aviação Civil e de Portos da Presidência da República; e de Transferências a Estados, Distrito Federal e Municípios, no valor de R$ 1.318.639.330,00 (um bilhão, trezentos e dezoito milhões, seiscentos e trinta e nove mil, trezentos e trinta reais), para os fins que especifica"".",28/05/2016,"MPV 709/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.275 de 27/04/2016
VET 13/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10080,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 3, de 2016 (oriundo da Medida Provisória nº 698/15), que ""Altera a Lei nº 11.977, de 7 de julho de 2009, para dispor sobre operações de financiamento habitacional com desconto ao beneficiário concedido pelo Fundo de Garantia do Tempo de Serviço - FGTS para aquisição de imóveis no âmbito do Programa Minha Casa, Minha Vida - PMCMV construídos com recursos do Fundo de Arrendamento Residencial - FAR"".",28/05/2016,"MPV 698/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.274 de 26/04/2016
VET 12/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10060,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 2, de 2011 (nº 583/2007, na Casa de origem), que ""Dispõe sobre a proibição de revista íntima de funcionárias nos locais de trabalho e trata da revista íntima em ambientes prisionais"".",19/05/2016,PLC 2/2011,Lei nº 13.271 de 15/04/2016
VET 11/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10041,"Veto Parcial aposto ao Projeto de Lei do Senado nº 437, de 2012 (nº 8.084/2014, na Câmara dos Deputados), que ""Disciplina a criação e a organização das associações denominadas empresas juniores, com funcionamento perante instituições de ensino superior"".",07/05/2016,PLS 437/2012,Lei nº 13.267 de 06/04/2016
VET 10/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10040,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 25, de 2015 (oriundo da Medida Provisória nº 696/15), que ""Extingue e transforma cargos públicos; altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, e a Lei nº 11.457, de 16 de março de 2007; e revoga dispositivos da Lei nº 10.683, de 28 de maio de 2003"".",07/05/2016,"MPV 696/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.266 de 05/04/2016
VET 9/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/10020,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 2, de 2016 (oriundo da Medida Provisória nº 693/15), que ""Altera as Leis nºs 12.780, de 9 de janeiro de 2013, que dispõe sobre medidas tributárias referentes à realização, no Brasil, dos Jogos Olímpicos de 2016 e dos Jogos Paraolímpicos de 2016; e 10.451, de 10 de maio de 2002, para prorrogar a isenção de tributos incidentes sobre a importação de equipamentos e materiais esportivos"".",04/05/2016,"MPV 693/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.265 de 01/04/2016
VET 8/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9981,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 28, de 2015 (oriundo da Medida Provisória nº 695/15) que ""Autoriza o Banco do Brasil S.A. e a Caixa Econômica Federal a constituírem subsidiárias e adquirirem participação nos termos e condições previstos no art. 2º da Lei nº 11.908, de 3 de março de 2009; reabre o prazo previsto no art. 9º da Lei nº 13.155, de 4 de agosto de 2015; altera a data da exigibilidade do disposto no inciso II do § 1º e no § 3º do art. 10 da Lei nº 10.671, de 15 de maio de 2003; e dá outras providências"".",22/04/2016,"MPV 695/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.262 de 22/03/2016
VET 7/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9980,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 50, de 2014 (nº 7.888/2010, na Casa de origem), que ""Dispõe sobre a normatização, a fiscalização e a comercialização de planos de assistência funerária"".",22/04/2016,PLC 50/2014,Lei nº 13.261 de 22/03/2016
VET 6/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9961,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 101, de 2015 (nº 2.016/2015, na Casa de origem), que ""Regulamenta o disposto no inciso XLIII do art. 5º da Constituição Federal, disciplinando o terrorismo, tratando de disposições investigatórias e processuais e reformulando o conceito de organização terrorista; e altera as Leis nºs 7.960, de 21 de dezembro de 1989, e 12.850, de 2 de agosto de 2013"".",17/04/2016,PLC 101/2015,Lei nº 13.260 de 16/03/2016
VET 5/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9960,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 27, de 2015 (oriundo da Medida Provisória nº 692/15) que ""Altera as Leis nºs 8.981, de 20 de janeiro de 1995, para dispor acerca da incidência de imposto sobre a renda na hipótese de ganho de capital em decorrência da alienação de bens e direitos de qualquer natureza, e 12.973, de 13 de maio de 2014, para possibilitar opção de tributação de empresas coligadas no exterior na forma de empresas controladas; e regulamenta o inciso XI do art. 156 da Lei nº 5.172, de 25 de outubro de 1966 - Código Tributário Nacional"".",17/04/2016,"MPV 692/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.259 de 16/03/2016
VET 4/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9942,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 186, de 2015 (nº 2.960/2015, na Casa de origem), que ""Dispõe sobre o Regime Especial de Regularização Cambial e Tributária (RERCT) de recursos, bens ou direitos de origem lícita, não declarados ou declarados incorretamente, remetidos, mantidos no exterior ou repatriados por residentes ou domiciliados no País"".",03/03/2016,PLC 186/2015,Lei nº 13.254 de 13/01/2016
VET 3/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9941,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 6, de 2015, que ""Institui o Plano Plurianual da União para o período de 2016-2019"".",03/03/2016,PLN 6/2015,Lei nº 13.249 de 13/01/2016
VET 2/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9940,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 78, de 2015 (nº 6.705/2013, na Casa de origem), que ""Altera o art. 7º da Lei nº 8.906, de 4 de julho de 1994 (Estatuto da Ordem dos Advogados do Brasil)"".",03/03/2016,PLC 78/2015,Lei nº 13.245 de 12/01/2016
VET 1/2016 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9924,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 77, de 2015 (nº 2.177/2011, na Casa de origem), que ""Dispõe sobre estímulos ao desenvolvimento científico, à pesquisa, à capacitação científica e tecnológica e à inovação e altera a Lei nº 10.973, de 2 de dezembro de 2004, a Lei nº 6.815, de 19 de agosto de 1980, a Lei nº 8.666, de 21 de junho de 1993, a Lei nº 12.462, de 4 de agosto de 2011, a Lei nº 8.745, de 9 de dezembro de 1993, a Lei nº 8.958, de 20 de dezembro de 1994, a Lei nº 8.010, de 29 de março de 1990, a Lei nº 8.032, de 12 de abril de 1990, e a Lei nº 12.772, de 28 de dezembro de 2012, nos termos da Emenda Constitucional nº 85, de 26 de fevereiro de 2015"".",03/03/2016,PLC 77/2015,Lei nº 13.243 de 11/01/2016
VET 64/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9923,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 1, de 2015, que ""Dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2016 e dá outras providências"".",03/03/2016,PLN 1/2015,Lei nº 13.242 de 30/12/2015
VET 63/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9922,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 26, de 2015 (oriundo da Medida Provisória n° 690, de 2015), que ""Dispõe sobre a incidência do Imposto sobre Produtos Industrializados - IPI sobre as bebidas classificadas nas posições 22.04, 22.05, 22.06 e 22.08, exceto o código 2208.90.00 Ex 01, da Tabela de Incidência do Imposto sobre Produtos Industrializados - TIPI, aprovada pelo Decreto nº 7.660, de 23 de dezembro de 2011; e altera as Leis nºs 13.097, de 19 de janeiro de 2015, e 11.196, de 21 de novembro de 2005"".",03/03/2016,"MPV 690/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.241 de 30/12/2015
VET 62/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9921,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 24, de 2015 (oriundo da Medida Provisória n° 691, de 2015), que ""Dispõe sobre a administração, a alienação, a transferência de gestão de imóveis da União e seu uso para a constituição de fundos; altera a Lei nº 9.636, de 15 de maio de 1998, e os Decretos-Lei nºs 3.438, de 17 de julho de 1941, 9.760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, e 2.398, de 21 de dezembro de 1987; e revoga dispositivo da Lei nº 13.139, de 26 de junho de 2015"".",03/03/2016,"MPV 691/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.240 de 30/12/2015
VET 61/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9920,"Veto Total aposto ao Projeto de Lei do Senado nº 186, de 2008 (nº 5.954, de 2013, na Câmara dos Deputados), que ""Altera a Lei nº 9.394, de 20 de dezembro de 1996 - Lei de Diretrizes e Bases da Educação Nacional, para dispor sobre a avaliação na educação indígena"".",03/03/2016,PLS 186/2008,NA
VET 60/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9907,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 21, de 2015 (oriundo da Medida Provisória n° 684, de 2015), que ""Altera a Lei nº 13.019, de 31 de julho de 2014, 'que estabelece o regime jurídico das parcerias voluntárias, envolvendo ou não transferências de recursos financeiros, entre a administração pública e as organizações da sociedade civil, em regime de mútua cooperação, para a consecução de finalidades de interesse público; define diretrizes para a política de fomento e de colaboração com organizações da sociedade civil; institui o termo de colaboração e o termo de fomento; e altera as Leis nºs 8.429, de 2 de junho de 1992, e 9.790, de 23 de março de 1999'; altera as Leis nºs 8.429, de 2 de junho de 1992, 9.790, de 23 de março de 1999, 9.249, de 26 de dezembro de 1995, 9.532, de 10 de dezembro de 1997, 12.101, de 27 de novembro de 2009, e 8.666, de 21 de junho de 1993; e revoga a Lei nº 91, de 28 de agosto de 1935"".",24/02/2016,"MPV 684/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.204 de 14/12/2015
VET 59/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9906,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 23, de 2015 (oriundo da Medida Provisória n° 688, de 2015), que ""Dispõe sobre a repactuação do risco hidrológico de geração de energia elétrica; institui a bonificação pela outorga; e altera as Leis nºs 12.783, de 11 de janeiro de 2013, que dispõe sobre as concessões de energia elétrica, 9.427, de 26 de dezembro de 1996, que disciplina o regime das concessões de serviços públicos de energia elétrica, 9.478, de 6 de agosto de 1997, que institui o Conselho Nacional de Política Energética, 9.991, de 24 de julho de 2000, que dispõe sobre realização de investimentos em pesquisa e desenvolvimento e em eficiência energética por parte das empresas concessionárias, permissionárias e autorizadas do setor de energia elétrica, 10.438, de 26 de abril de 2002, 10.848, de 15 de março de 2004, que dispõe sobre a comercialização de energia elétrica, e 11.488, de 15 de junho de 2007, que equipara a autoprodutor o consumidor que atenda a requisitos que especifica"".",18/02/2016,"MPV 688/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.203 de 08/12/2015
VET 58/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9905,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 22, de 2015 (oriundo da Medida Provisória n° 685, de 2015), que ""Institui o Programa de Redução de Litígios Tributários - PRORELIT; autoriza o Poder Executivo federal a atualizar monetariamente o valor das taxas que indica; altera as Leis nºs 12.873, de 24 de outubro de 2013, 8.212, de 24 de julho de 1991, 8.213, de 24 de julho de 1991, 9.250, de 26 de dezembro de 1995, e 12.546, de 14 de dezembro de 2011; e dá outras providências"".",18/02/2016,"MPV 685/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.202 de 08/12/2015
VET 57/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9904,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 20, de 2015 (oriundo da Medida Provisória n° 687, de 2015), que ""Altera a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, para dispor sobre a Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (Condecine) e prorrogar a vigência de incentivo fiscal no âmbito dos Fundos de Financiamento da Indústria Cinematográfica Nacional (Funcines), e a Lei nº 12.529, de 30 de novembro de 2011, para dispor sobre as taxas processuais sobre os processos de competência do Conselho Administrativo de Defesa Econômica (Cade); autoriza o Poder Executivo federal a atualizar monetariamente o valor dos preços dos serviços e produtos e da taxa estabelecidos pela Lei nº 6.938, de 31 de agosto de 1981; e prorroga a vigência de incentivos fiscais previstos na Lei nº 8.685, de 20 de julho de 1993"".",11/02/2016,"MPV 687/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.196 de 01/12/2015
VET 56/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9903,"Veto Total aposto o Projeto de Lei da Câmara nº 17, de 2015 (n° 177/15, na Casa de origem), que ""Altera a Lei nº 12.505, de 11 de outubro de 2011, que 'concede anistia aos policiais e bombeiros militares dos Estados de Alagoas, de Goiás, do Maranhão, de Minas Gerais, da Paraíba, do Piauí, do Rio de Janeiro, de Rondônia, de Sergipe, da Bahia, do Ceará, de Mato Grosso, de Pernambuco, do Rio Grande do Norte, de Roraima, de Santa Catarina, do Tocantins e do Distrito Federal punidos por participar de movimentos reivindicatórios', para acrescentar os Estados do Amazonas, do Pará, do Acre, do Mato Grosso do Sul e do Paraná"".",05/02/2016,PLC 17/2015,Lei nº 13.293 de 01/06/2016     Veto rejeitado
VET 55/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9902,"Veto Parcial aposto ao Projeto de Lei de Conversão n° 19, de 2015 (oriundo da Medida Provisória n° 682, de 2015), que ""Altera a Lei nº 12.712, de 30 de agosto de 2012, para estabelecer que a Agência Brasileira Gestora de Fundos Garantidores e Garantias S.A. - ABGF ficará encarregada da gestão do Fundo de Estabilidade do Seguro Rural - FESR até a completa liquidação das obrigações deste Fundo, as Leis nºs 4.829, de 5 de novembro de 1965, e 10.823, de 19 de dezembro de 2003, e o Decreto-Lei nº 73, de 21 de novembro de 1966"".",05/02/2016,"MPV 682/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.195 de 25/11/2015
VET 54/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9901,"Veto Parcial aposto ao Projeto de Lei do Congresso Nacional nº 3, de 2015, que ""Altera o Anexo V à Lei nº 13.115, de 20 de abril de 2015, que estima a receita e fixa a despesa da União para o exercício financeiro de 2015"".",03/02/2016,PLN 2/2015,Lei nº 13.200 de 04/12/2015
VET 53/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9900,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 17, de 2015 (oriundo da Medida Provisória nº 678, de 2015), que ""Altera as Leis nºs 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas - RDC, 7.210, de 11 de julho de 1984, 6.015, de 31 de dezembro de 1973, 8.935, de 18 de novembro de 1994, 11.196, de 21 de novembro de 2005, e 12.305, de 2 de agosto de 2010; e dá outras providências"".",02/02/2016,"MPV 678/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.190 de 19/11/2015
VET 52/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9821,"Veto Total aposto ao Projeto de Lei do Senado nº 304, de 2008 (nº 6.299/2009, na Câmara dos Deputados), que ""Altera o caput do art. 60 da Lei nº 8.934, de 18 de novembro de 1994, para reduzir o período sem registro na junta comercial que caracteriza a inatividade do empresário ou da sociedade empresária"".",13/12/2015,PLS 304/2008,NA
VET 51/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9820,"Veto Total aposto ao Projeto de Lei do Senado nº 67, de 2011 (nº 5.732/2013, na Câmara dos Deputados), que ""Regulamenta o exercício das profissões de transcritor e de revisor de textos em braile"".",13/12/2015,PLS 67/2011,NA
VET 50/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9780,"Veto Parcial aposto ao Projeto de Lei do Senado nº 141, de 2011 (ECD nº 9/2015 e nº 6.446/2013, na Câmara dos Deputados), que ""Dispõe sobre o direito de resposta ou retificação do ofendido em matéria divulgada, publicada ou transmitida por veículo de comunicação social"".",13/12/2015,PLS 141/2011,Lei nº 13.188 de 11/11/2015
VET 49/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9740,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 15, de 2015 (oriundo da Medida Provisória nº 676, de 2015), que ""Altera as Leis nºs 8.212, de 24 de julho de 1991, e 8.213, de 24 de julho de 1991, para tratar da associação do segurado especial em cooperativa de crédito rural e, ainda essa última, para atualizar o rol de dependentes, estabelecer regra de não incidência do fator previdenciário, regras de pensão por morte e de empréstimo consignado, a Lei nº 10.779, de 25 de novembro de 2003, para assegurar pagamento do seguro-defeso para familiar que exerça atividade de apoio à pesca, a Lei nº 12.618, de 30 de abril de 2012, para estabelecer regra de inscrição no regime de previdência complementar dos servidores públicos federais titulares de cargo efetivo, a Lei nº 10.820, de 17 de dezembro de 2003, para dispor sobre o pagamento de empréstimos realizados por participantes e assistidos com entidades fechadas e abertas de previdência complementar e a Lei nº 7.998, de 11 de janeiro de 1990; e dá outras providências"".",05/12/2015,"MPV 676/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.183 de 04/11/2015
VET 48/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9720,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 16, de 2015 (oriundo da Medida Provisória nº 677, de 2015), que ""Autoriza a Companhia Hidro Elétrica do São Francisco e a Furnas Centrais Elétricas a participar, respectivamente, do Fundo de Energia do Nordeste e do Fundo de Energia do Sudeste e do Centro-Oeste, com o objetivo de prover recursos para a implementação de empreendimentos de energia elétrica; altera as Leis nºs 11.943, de 28 de maio de 2009, 9.491, de 9 de setembro de 1997, 10.522, de 19 de julho de 2002, e 12.111, de 9 de dezembro de 2009; e dá outras providências"".",04/12/2015,"MPV 677/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.182 de 03/11/2015
VET 47/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9700,"Veto Total aposto ao Projeto de Lei da Câmara nº 24, de 2013 (nº 1.391/2011, na Casa de origem), que ""Dispõe sobre a regulamentação do exercício profissional de Designer e dá outras providências"".",27/11/2015,PLC 24/2013,NA
VET 46/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9680,"Veto Total aposto ao Projeto de Lei do Senado nº 274, de 2015 - Complementar (nº 124/2015 - Complementar, na Câmara dos Deputados), que ""Dispõe sobre a aposentadoria compulsória por idade, com proventos proporcionais, nos termos do inciso II do § 1º do art. 40 da Constituição Federal"".",22/11/2015,PLS 274/2015,Lei Complementar nº 152 de 03/12/2015     Veto rejeitado
VET 45/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9661,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 13, de 2015 (oriundo da Medida Provisória nº 679, de 2015), que ""Dispõe sobre autorização para a realização de obras e serviços necessários ao fornecimento de energia elétrica temporária para os Jogos Rio 2016; altera as Leis nºs 11.473, de 10 de maio de 2007, que dispõe sobre cooperação federativa no âmbito da segurança pública, 11.977, de 7 de julho de 2009, que dispõe sobre o Programa Minha Casa, Minha Vida e a regularização fundiária de assentamentos em áreas urbanas, 12.035, de 1º de outubro de 2009, que institui o Ato Olímpico, e 12.462, de 4 de agosto de 2011, que institui o Regime Diferenciado de Contratações Públicas (RDC); e revoga o art. 5º-A da Lei nº 12.035, de 1º de outubro de 2009"".",21/11/2015,"MPV 679/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.173 de 21/10/2015
VET 44/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9660,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 19, de 2011 (nº 5.077/2009, na Casa de origem), que ""Dispõe sobre o empregador rural; altera as Leis nºs 8.023, de 12 de abril de 1990, e 5.889, de 8 de junho de 1973; e dá outras providências"".",21/11/2015,PLC 19/2011,Lei nº 13.171 de 21/10/2015
VET 43/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9640,"Veto Parcial aposto ao Projeto de Lei de Conversão nº 11, de 2015 (oriundo da Medida Provisória nº 675, de 2015), que ""Altera a Lei nº 7.689, de 15 de dezembro de 1988, para elevar a alíquota da Contribuição Social sobre o Lucro Líquido - CSLL em relação às pessoas jurídicas de seguros privados e de capitalização, e às referidas nos incisos I a VII, IX e X do § 1º do art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001; altera as Leis nºs 9.808, de 20 de julho de 1999, 8.402, de 8 de janeiro de 1992, 10.637, de 30 de dezembro de 2002, 10.833, de 29 de dezembro de 2003, 11.033, de 21 de dezembro de 2004, 12.715, de 17 de setembro de 2012, 9.249, de 26 de dezembro de 1995, 11.484, de 31 de maio de 2007, 12.973, de 13 de maio de 2014, 10.150, de 21 de dezembro de 2000, e 10.865, de 30 de abril de 2004; e dá outras providências"".",07/11/2015,"MPV 675/2015 (aprovada com modificações, na forma do Projeto de Lei de Conversão)",Lei nº 13.169 de 06/10/2015
VET 42/2015 - Parcial,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9620,"Veto Parcial aposto ao Projeto de Lei da Câmara nº 75, de 2015 (nº 5.735/2013, na Casa de origem), que ""Altera as Leis nºs 9.504, de 30 de setembro de 1997, 9.096, de 19 de setembro de 1995, e 4.737, de 15 de julho de 1965 - Código Eleitoral, para reduzir os custos das campanhas eleitorais, simplificar a administração dos Partidos Políticos e incentivar a participação feminina"".",29/10/2015,PLC 75/2015,Lei nº 13.165 de 29/09/2015
VET 41/2015 - Total,https://www.congressonacional.leg.br/materias/vetos/-/veto/detalhe/9580,"Veto Total aposto ao Projeto de Lei da Câmara nº 53, de 2015 (nº 7.921/2014, na Casa de origem), que ""Cria cargos efetivos e em comissão e funções de confiança no Quadro de Pessoal do Conselho Nacional do Ministério Público; altera a Lei nº 11.372, de 28 de novembro de 2006; revoga dispositivo da Lei nº 12.412, de 31 de maio de 2011; e dá outras providências"".",21/10/2015,PLC 53/2015,NA
